"auto_id","quoteid","source","invoice_id","trams_remarks","total_amount","trams_received_amount","reference_no","balance_amount","payment_method","process_date","modified_date","modified_by","pay_type","added_on","added_by","cleared_date","cleared_by","is_reconciliated"
"218","2348231","initial",NULL,NULL,"2578",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-19 01:57:00","Pankaj Bisht",NULL,NULL,NULL
"219","2348352",,NULL,,,"6260","TDU25232G",NULL,"12","2025-02-18 00:00:00",NULL,,"BANK TRANSFER","2025-02-19 11:21:06","Job Mathew",NULL,NULL,NULL
"220","2347649",,NULL,"Fast Transfer From PIYUSHKUMAR PATEL",,"9523","TDU25057G/TDU21042",NULL,"12","2025-02-17 00:00:00",NULL,,"Bank transfer ","2025-02-19 19:42:58","Arya Prajapati",NULL,NULL,NULL
"221","2186233",,NULL,,,"20000","TDU22242G",NULL,"12","2025-02-14 00:00:00",NULL,,"BANK TRANSFER","2025-02-20 16:03:03","Job Mathew",NULL,NULL,NULL
"224","2347649",,NULL,"BHAVANI ENTERPRISE PT",,"4700","TDU25057G/TDU21042",NULL,"12","2024-12-23 00:00:00",NULL,,"Bank transfer ","2025-02-21 21:21:53","Arya Prajapati",NULL,NULL,NULL
"225","2347649",,NULL,"Fast Transfer From MR KEVIN VIJAYKUMAR S",,"1000","TDU25057G/TDU21042",NULL,"12","2025-01-21 00:00:00",NULL,,"Bank transfer ","2025-02-21 21:24:01","Arya Prajapati",NULL,NULL,NULL
"226","2347649",,NULL,"Fast Transfer From MR KEVIN VIJAYKUMAR S",,"14650","TDU25057G/TDU21042",NULL,"12","2025-01-22 00:00:00",NULL,,"Bank transfer ","2025-02-21 21:25:05","Arya Prajapati",NULL,NULL,NULL
"227","2349680",,NULL,"XTT387193990",,"954","TDU30705",NULL,"12","2025-02-21 00:00:00",NULL,,"Credit card","2025-02-21 22:19:15","Arya Prajapati",NULL,NULL,NULL
"228","2349680","initial",NULL,NULL,"984",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-21 22:19:25","Arya Prajapati",NULL,NULL,NULL
"230","2348456","initial",NULL,NULL,"4674",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-25 18:51:48","Sneha Sawant",NULL,NULL,NULL
"231","2348231",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED",,"2548","TDU30268 ",NULL,"12","2025-02-24 00:00:00",NULL,,"Bank transfer ","2025-02-25 22:07:33","Arya Prajapati",NULL,NULL,NULL
"233","2348484",,NULL,"CLUB 7 HOLIDAYS LTD",,"6560","TDU30428",NULL,"12","2025-02-24 00:00:00",NULL,,"Bank transfer ","2025-02-25 23:07:16","Arya Prajapati",NULL,NULL,NULL
"235","2348484","initial",NULL,NULL,"6590",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-26 17:13:38","Lee N",NULL,NULL,NULL
"236","2349625","initial",NULL,NULL,"3140",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-26 20:46:09","Sneha Sawant",NULL,NULL,NULL
"240","2348349","final",NULL,NULL,"4312",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 11:15:07","Job Mathew",NULL,NULL,NULL
"243","2347378","final",NULL,NULL,"100666",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 11:22:57","Job Mathew",NULL,NULL,NULL
"244","2349450","final",NULL,NULL,"918",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 11:24:26","Job Mathew",NULL,NULL,NULL
"246","2347432","final",NULL,NULL,"50064",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 11:27:07","Job Mathew",NULL,NULL,NULL
"248","2311427","final",NULL,NULL,"133186",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 11:44:39","Job Mathew",NULL,NULL,NULL
"249","2347098","final",NULL,NULL,"114240",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 11:54:13","Job Mathew",NULL,NULL,NULL
"250","2347098",,NULL,"17/02/2025	TRILOCHAN TRAVEL AND TOURISM W.L.L	25000		TDU24749G/TDU24748",,"25000","TDU24749G/TDU24748",NULL,"12","2025-02-17 00:00:00",NULL,,"BANK TRANSFER","2025-02-28 11:56:24","Job Mathew",NULL,NULL,NULL
"251","2347098",,NULL,"24/02/2025	TRILOCHAN TRAVEL AND TOURISM W.L.L	5000		TDU24749G/TDU24748",,"5000","TDU24749G/TDU24748",NULL,"12","2025-02-24 00:00:00",NULL,,"BANK TRANSFER","2025-02-28 11:57:17","Job Mathew",NULL,NULL,NULL
"252","2347098",,NULL,"24/02/2025	TRILOCHAN TRAVEL AND TOURISM W.L.L	10000		TDU24749G/TDU24748",,"10000","TDU24749G/TDU24748",NULL,"12","2025-02-24 00:00:00",NULL,,"BANK TRANSFER","2025-02-28 11:58:04","Job Mathew",NULL,NULL,NULL
"254","2347637","initial",NULL,NULL,"6845",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 12:07:02","Job Mathew",NULL,NULL,NULL
"255","2347637","final",NULL,NULL,"6815",NULL,NULL,NULL,,NULL,NULL,,,"2025-02-28 12:07:12","Job Mathew",NULL,NULL,NULL
"257","2186233",,NULL,"PARICHAY TOUR HOLIDAYS",,"8033","TDU22242G",NULL,"12","2025-02-28 00:00:00",NULL,,"Bank transfer ","2025-02-28 22:10:32","Arya Prajapati",NULL,NULL,NULL
"258","2347098",,NULL,"TRILOCHAN TRAVEL AND TOURISM W.L.L",,"4500","TDU24749G",NULL,"12","2025-02-28 00:00:00",NULL,,"Bank transfer ","2025-02-28 22:12:26","Arya Prajapati",NULL,NULL,NULL
"259","2348226",,NULL,"PARICHAY TOUR HOLIDAYS",,"8834","TDU25205G",NULL,"12","2025-02-28 00:00:00",NULL,,"Bank transfer ","2025-02-28 22:14:00","Arya Prajapati",NULL,NULL,NULL
"260","2349625",,NULL,"FLYREMIT PRIVATE LIMITED TO",,"3110","TDU30679",NULL,"12","2025-03-03 00:00:00",NULL,,"Bank transfer ","2025-03-03 16:47:48","Arya Prajapati",NULL,NULL,NULL
"261","2349723","initial",NULL,NULL,"3214",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-03 16:54:47","Arya Prajapati",NULL,NULL,NULL
"267","2349667","initial",NULL,NULL,"6870",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-04 18:12:06","Mayur P",NULL,NULL,NULL
"271","2348226","initial",NULL,NULL,"43864",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-04 19:17:45","Rakesh Mulchandani",NULL,NULL,NULL
"272","2347723",,NULL,"28/02/2025	MAKEMYTRIP INDIA PRIVATE LIMITED	65000		TDU25089G",,"65000","TDU25089G",NULL,"12","2025-02-28 00:00:00",NULL,,"BANK TRANSFER","2025-03-05 11:26:03","Job Mathew",NULL,NULL,NULL
"274","51","initial",NULL,NULL,"62040",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-06 13:43:38","Job Mathew",NULL,NULL,NULL
"275","2349667",,NULL,"06/03/2025    IMAD HOLIDAYS AND VISAS OPC PRIVATE 6930
TDU30695",,"6930","TDU30695",NULL,"12","2025-03-06 00:00:00",NULL,,"BANK TRANSFER","2025-03-06 16:31:12","Job Mathew",NULL,NULL,NULL
"277","2348486","initial",NULL,NULL,"1992",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-06 23:49:37","Rohit Mokal",NULL,NULL,NULL
"278","2348496","initial",NULL,NULL,"1248",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-06 23:50:43","Rohit Mokal",NULL,NULL,NULL
"284","2186233","initial",NULL,NULL,"30984",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-07 14:45:40","Maharshi Mankodi",NULL,NULL,NULL
"285","2348452","final",NULL,NULL,"3600",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-07 16:35:36","Maharshi Mankodi",NULL,NULL,NULL
"286","2349723",,NULL,,,"3184","TDU30728",NULL,"12","2025-03-07 00:00:00",NULL,,"BANK TRANSFER","2025-03-07 16:38:13","Job Mathew",NULL,NULL,NULL
"288","2349938",,NULL,"EXOTIC ALLEY TDU23630 Refund task Credit note adjustment.",,"1134","TDU30869",NULL,"12","2025-03-07 00:00:00",NULL,,"Credit note adjustment.","2025-03-07 18:10:48","Arya Prajapati",NULL,NULL,NULL
"290","2349891",,NULL,"EXOTIC ALLEY TDU23630 Refund task Credit note adjustment.",,"674","TDU30836",NULL,"12","2025-03-07 00:00:00",NULL,,"Credit note adjustment.","2025-03-07 18:14:52","Arya Prajapati",NULL,NULL,NULL
"291","2349891","initial",NULL,NULL,"704",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-07 18:15:06","Arya Prajapati",NULL,NULL,NULL
"292","2349579","initial",NULL,NULL,"2433",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-07 19:04:50","Rohit Mokal",NULL,NULL,NULL
"293","2349532",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED",,"3600","TDU30633",NULL,"12","2025-03-10 00:00:00",NULL,,"Bank transfer ","2025-03-10 16:08:06","Arya Prajapati",NULL,NULL,NULL
"294","2349532","initial",NULL,NULL,"3600",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-10 16:08:34","Arya Prajapati",NULL,NULL,NULL
"297","2348496","final",NULL,NULL,"1257",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-11 16:54:58","Karthik Suriyan",NULL,NULL,NULL
"299","2289892",,NULL,"11/03/2025	MAKEMYTRIP INDIA PRIVATE LIMITED	47644		TDU23621G",,"47644","TDU23621G",NULL,"12","2025-03-11 00:00:00",NULL,,"BANK TRANSFER","2025-03-11 17:19:40","Job Mathew",NULL,NULL,NULL
"302","2347331","initial",NULL,NULL,"12192",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-13 13:56:08","Maharshi Mankodi",NULL,NULL,NULL
"303","2349809",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED",,"496","TDU30783",NULL,"12","2025-02-28 00:00:00",NULL,,"Bank transfer ","2025-03-13 15:39:13","Arya Prajapati",NULL,NULL,NULL
"305","2349809","initial",NULL,NULL,"526",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-13 20:24:40","Maharshi Mankodi",NULL,NULL,NULL
"308","2349918",,NULL,"XTT507933651",,"3370","TDU30856",NULL,"12","2025-03-15 00:00:00",NULL,,"Credit card","2025-03-17 15:45:35","Arya Prajapati",NULL,NULL,NULL
"309","2349918","initial",NULL,NULL,"3400",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-17 15:45:52","Arya Prajapati",NULL,NULL,NULL
"311","2349832",,NULL,"SKY WAYS HOLIDAYS PVT LTD",,"17877","TDU25477G",NULL,"12","2025-03-12 00:00:00",NULL,,"Bank transfer ","2025-03-17 21:49:49","Arya Prajapati",NULL,NULL,NULL
"314","2350056","initial",NULL,NULL,"602",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-18 16:46:19","Job Mathew",NULL,NULL,NULL
"315","2350056",,NULL,,,"572",,NULL,"12","2025-03-18 00:00:00",NULL,,"credit note","2025-03-18 16:48:15","Job Mathew",NULL,NULL,NULL
"316","2349579",,NULL,"SOMANS LEISURE TOURS INDIA PRIVATE",,"2409","TDU30663 ",NULL,"12","2025-03-18 00:00:00",NULL,,"Bank transfer ","2025-03-18 16:53:41","Arya Prajapati",NULL,NULL,NULL
"318","2349890",,NULL,"18/03/2025	VELAYUTHAN NAIR VENU GOPAL	6728		TDU25497G",,"6728","TDU25497G",NULL,"12","2025-03-18 00:00:00",NULL,,"BANK TRANSFER","2025-03-19 16:22:57","Job Mathew",NULL,NULL,NULL
"319","2349890",,NULL,"18/03/2025	CHACKO T S	6278		TDU25497G",,"6278","TDU25497G",NULL,"12","2025-03-18 00:00:00",NULL,,"BANK TRANSFER","2025-03-19 16:23:41","Job Mathew",NULL,NULL,NULL
"320","2349890",,NULL,"18/03/2025	JAYASREE RAJAMMA LAKSHMANAN PILLAI	4656		TDU25497G",,"4656","TDU25497G",NULL,"12","2025-03-18 00:00:00",NULL,,"BANK TRANSFER","2025-03-19 16:24:30","Job Mathew",NULL,NULL,NULL
"321","2349890",,NULL,"18/03/2025	DEEPA GEORGE	3140		TDU25497G",,"3140","TDU25497G",NULL,"12","2025-03-18 00:00:00",NULL,,"BANK TRANSFER","2025-03-19 16:25:08","Job Mathew",NULL,NULL,NULL
"322","2348486",,NULL,,,"1962","TDU30429",NULL,"12","2025-03-19 00:00:00",NULL,,"BANK TRANSFER","2025-03-19 16:34:50","Job Mathew",NULL,NULL,NULL
"323","2348496",,NULL,,,"1257","TDU30432",NULL,"12","2025-03-19 00:00:00",NULL,,"BANK TRANSFER","2025-03-19 16:35:30","Job Mathew",NULL,NULL,NULL
"324","2349464","initial",NULL,NULL,"5620",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-20 14:04:10","Maharshi Mankodi",NULL,NULL,NULL
"325","2349696","initial",NULL,NULL,"5469",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-20 16:13:08","Job Mathew",NULL,NULL,NULL
"328","2349696",,NULL,"FLYREMIT PRIVATE LIMITED TO",,"5439","TDU30717",NULL,"12","2025-03-20 00:00:00",NULL,,"Bank transfer ","2025-03-20 17:08:15","Arya Prajapati",NULL,NULL,NULL
"329","2349997",,NULL,"PLATINUM HOLIDAYS PRIVATE LIMITED",,"1309","TDU30916",NULL,"12","2025-03-20 00:00:00",NULL,,"Bank transfer ","2025-03-20 17:10:26","Arya Prajapati",NULL,NULL,NULL
"330","2347732",,NULL,,,"9973.63","TDU25092G ",NULL,"12","2025-03-19 00:00:00",NULL,,"BANK TRANSFER","2025-03-20 17:33:39","Job Mathew",NULL,NULL,NULL
"332","2349997","initial",NULL,NULL,"1339",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-21 09:47:23","Job Mathew",NULL,NULL,NULL
"335","2349938","initial",NULL,NULL,"1164",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-21 16:09:18","Job Mathew",NULL,NULL,NULL
"336","2349938","final",NULL,NULL,"2414",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-21 16:11:21","Job Mathew",NULL,NULL,NULL
"337","2349938",,NULL,,,"1280","TDU30869",NULL,"12","2025-03-21 00:00:00",NULL,,"credit note ","2025-03-21 16:12:16","Job Mathew",NULL,NULL,NULL
"338","2349890","initial",NULL,NULL,"27234",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-21 17:21:19","Job Mathew",NULL,NULL,NULL
"339","2350091",,NULL,"XTT261499615",,"2580","TDU31000",NULL,"12","2025-03-21 00:00:00",NULL,,"Credit card","2025-03-22 18:17:39","Arya Prajapati",NULL,NULL,NULL
"341","2349832",,NULL,,,"25573","TDU25477G/TDU21927",NULL,"12","2025-03-24 00:00:00",NULL,,"BANK TRANSFER","2025-03-24 12:26:01","Job Mathew",NULL,NULL,NULL
"342","2349890",,NULL,"SUSEELAMMA THANKAMMA",,"3460","TDU25497G",NULL,"12","2025-03-24 00:00:00",NULL,,"Bank transfer ","2025-03-24 14:34:23","Arya Prajapati",NULL,NULL,NULL
"346","2350171",,NULL,,,"27000","TDU30824",NULL,"12","2025-03-20 00:00:00",NULL,,"BANK TRANSFER","2025-03-21 11:23:45","Job Mathew",NULL,NULL,NULL
"347","51","final",NULL,NULL,"62010",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 10:51:37","Job Mathew",NULL,NULL,NULL
"349","2350091","initial",NULL,NULL,"2388",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 11:27:35","Job Mathew",NULL,NULL,NULL
"350","2349678","initial",NULL,NULL,"2622",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 12:27:54","Maharshi Mankodi",NULL,NULL,NULL
"351","2349678","final",NULL,NULL,"2592",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 12:28:04","Maharshi Mankodi",NULL,NULL,NULL
"352","2349400",,NULL,,,"96",,NULL,"12","2025-03-21 00:00:00",NULL,,"bank charges","2025-03-25 12:38:16","Maharshi Mankodi",NULL,NULL,NULL
"353","2350048","initial",NULL,NULL,"663",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 12:43:52","Maharshi Mankodi",NULL,NULL,NULL
"354","2350048","final",NULL,NULL,"633",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 12:44:05","Maharshi Mankodi",NULL,NULL,NULL
"359","2349890",,NULL,"SUPRIYA BELLIE",,"3070","TDU25497G",NULL,"12","2025-03-25 00:00:00",NULL,,"Bank transfer ","2025-03-25 15:47:41","Arya Prajapati",NULL,NULL,NULL
"360","2347432",,NULL,,,"2000","TDU24943G",NULL,"12","2025-02-18 00:00:00",NULL,,"BANK TRANSFER","2025-03-25 16:30:35","Job Mathew",NULL,NULL,NULL
"361","2349400","final",NULL,NULL,"1316",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 17:40:17","Job Mathew",NULL,NULL,NULL
"362","2349890","final",NULL,NULL,"26604",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 20:41:05","Arya Prajapati",NULL,NULL,NULL
"363","2347645",,NULL,"SOMAN S LEISURE TOURS INDIA PRIVATE",,"10299","TDU23528/TDU25056G",NULL,"12","2025-02-11 00:00:00",NULL,,"Bank transfer ","2025-03-25 21:31:24","Arya Prajapati",NULL,NULL,NULL
"364","2347643","final",NULL,NULL,"89408",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-25 22:55:11","Arun Karotiya",NULL,NULL,NULL
"368","2349426",,NULL,"26/03/2025	Fast Transfer From MR AMRIK SINGH CREDIT TO ACCOUNT	3000		TDU30570",,"3000","TDU30570",NULL,"12","2025-03-26 00:00:00",NULL,,"BANK TRANSFER","2025-03-27 12:20:14","Job Mathew",NULL,NULL,NULL
"369","2350205",,NULL,,,"1600","TDU31091",NULL,"12","2025-03-27 00:00:00",NULL,,"Booking guranteed.","2025-03-27 14:02:19","Arya Prajapati",NULL,NULL,NULL
"370","2350205","initial",NULL,NULL,"1630",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-27 14:02:34","Arya Prajapati",NULL,NULL,NULL
"371","2350206",,NULL,"Thomas Cook BFN.",,"3225","TDU31092",NULL,"12","2025-03-27 00:00:00",NULL,,"BFN","2025-03-27 14:04:28","Arya Prajapati",NULL,NULL,NULL
"372","2350206","initial",NULL,NULL,"3255",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-27 14:04:35","Arya Prajapati",NULL,NULL,NULL
"376","2349672",,NULL,"JUZGO HOLIDAY WORLDE LLP",,"2950","TDU30698",NULL,"12","2025-03-27 00:00:00",NULL,,"Bank transfer ","2025-03-27 16:44:24","Arya Prajapati",NULL,NULL,NULL
"377","2349672","initial",NULL,NULL,"2974",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-27 16:44:36","Arya Prajapati",NULL,NULL,NULL
"378","2350222","initial",NULL,NULL,"315",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-27 18:17:08","Maharshi Mankodi",NULL,NULL,NULL
"379","2350222","final",NULL,NULL,"285",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-27 18:17:14","Maharshi Mankodi",NULL,NULL,NULL
"380","2350048",,NULL,"TDU30548 Refund Adjustment.",,"633","TDU30963",NULL,"12","2025-03-27 00:00:00",NULL,,"Credit note adjustment.","2025-03-27 18:57:43","Arya Prajapati",NULL,NULL,NULL
"381","2350222",,NULL,"XTT2025-03-27 (Wrong TDU mentioned in payment TDU31100)",,"315","TDU31103",NULL,"12","2025-03-26 00:00:00",NULL,,"Credit card","2025-03-27 20:12:37","Arya Prajapati",NULL,NULL,NULL
"382","2349759",,NULL,"FLYREMIT PRIVATE LIMITED TO TRANSAC",,"4732","TDU30756",NULL,"12","2025-03-26 00:00:00",NULL,,"Bank transfer ","2025-03-27 21:43:05","Arya Prajapati",NULL,NULL,NULL
"383","2349759","initial",NULL,NULL,"4762",NULL,NULL,NULL,,NULL,NULL,,,"2025-03-27 21:43:16","Arya Prajapati",NULL,NULL,NULL
"384","2349678",,NULL,"27/03/2025	Fast Transfer From Raj	2592		TDU30703",,"2592","TDU30703",NULL,"12","2025-03-27 00:00:00",NULL,,"BANK TRANSFER","2025-03-28 13:46:15","Job Mathew",NULL,NULL,NULL
"386","2183852",,NULL,"MAKEMYTRIP INDIA PRIVATE LIMITED",,"72609","TDU22211G",NULL,"12","2025-03-24 00:00:00",NULL,,"Bank transfer ","2025-03-30 18:38:59","Arya Prajapati",NULL,NULL,NULL
"387","2347732",,NULL,"31/03/2025	JETCHOICE TOURS AND TRAVELS PVT LTD	24342.55		TDU25092G",,"24342.55","TDU25092G ",NULL,"12","2025-03-31 00:00:00",NULL,,"BANK TRANSFER","2025-03-31 15:34:26","Job Mathew",NULL,NULL,NULL
"389","2347731",,NULL,"JETCHOICE TOURS AND TRAVELS PVT LTD",,"18685","TDU25091G",NULL,"12","2025-03-28 00:00:00",NULL,,"Bank transfer ","2025-04-01 05:18:36","Arya Prajapati",NULL,NULL,NULL
"390","2347731",,NULL,"JETCHOICE TOURS AND TRAVELS PVT LTD",,"28076","TDU25091G",NULL,"12","2025-03-31 00:00:00",NULL,,"Bank transfer ","2025-04-01 05:19:54","Arya Prajapati",NULL,NULL,NULL
"391","2350074","initial",NULL,NULL,"3218",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-02 11:21:53","Maharshi Mankodi",NULL,NULL,NULL
"392","2350074","final",NULL,NULL,"3188",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-02 11:22:05","Maharshi Mankodi",NULL,NULL,NULL
"393","2350116","initial",NULL,NULL,"3864",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-02 13:18:12","Job Mathew",NULL,NULL,NULL
"394","2347731",,NULL,"04/03/2025	JETCHOICE TOURS AND TRAVELS PVT LTD	5594		TDU25091G",,"5594","TDU25091G",NULL,"12","2025-03-04 00:00:00",NULL,,"Bank Transfer","2025-04-02 17:35:05","Job Mathew",NULL,NULL,NULL
"396","2350292","initial",NULL,NULL,"1004",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-03 15:58:05","Job Mathew",NULL,NULL,NULL
"397","2350292",,NULL,"Hairsha narayanppa - GTX manager",,"974","TDU31152",NULL,"12","2025-04-03 00:00:00",NULL,,"CREDIT","2025-04-03 15:59:25","Job Mathew",NULL,NULL,NULL
"398","2183852","initial",NULL,NULL,"79519",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-03 19:28:37","Priyanka Pandav",NULL,NULL,NULL
"399","2347731","initial",NULL,NULL,"53622",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-03 20:08:07","Priyanka Pandav",NULL,NULL,NULL
"400","2347731",,NULL,"Adjustment of TDU22070 credit note ",,"1200","TDU25091G",NULL,"12","2025-04-03 00:00:00",NULL,,"Credit note adjustment.","2025-04-03 20:51:46","Arya Prajapati",NULL,NULL,NULL
"401","2347731",,NULL,,,"37","TDU25091G",NULL,"12","2025-04-03 00:00:00",NULL,,"Bank Charges","2025-04-03 20:53:30","Arya Prajapati",NULL,NULL,NULL
"402","2349426",,NULL,"Fast Transfer From - SUKHWINDER SINGH",,"2250","TDU30570",NULL,"12","2025-04-03 00:00:00",NULL,,"Bank transfer ","2025-04-04 16:22:59","Arya Prajapati",NULL,NULL,NULL
"403","2349426",,NULL,"Fast Transfer From MRS SUKHWINDER KAUR",,"1030","TDU30570",NULL,"12","2025-04-03 00:00:00",NULL,,"Bank transfer ","2025-04-04 19:48:41","Arya Prajapati",NULL,NULL,NULL
"404","2349426",,NULL,"Fast Transfer From JOBANPREET SINGH",,"1440","TDU30570",NULL,"12","2025-04-03 00:00:00",NULL,,"Bank transfer ","2025-04-04 19:49:39","Arya Prajapati",NULL,NULL,NULL
"405","2347732",,NULL,"JETCHOICE TOURS AND TRAVELS PVT LTD",,"36553.37","TDU25092G",NULL,"12","2025-04-04 00:00:00",NULL,,"Bank transfer ","2025-04-04 20:00:50","Arya Prajapati",NULL,NULL,NULL
"406","2349426",,NULL,"Fast Transfer From MR PARMINDER SINGH VI",,"4604","TDU30570 ",NULL,"12","2025-04-04 00:00:00",NULL,,"Bank transfer ","2025-04-04 21:37:40","Arya Prajapati",NULL,NULL,NULL
"407","2347731",,NULL,"XTT627416407",,"1440","TDU25091G",NULL,"12","2025-04-04 00:00:00",NULL,,"Credit card","2025-04-07 16:34:51","Arya Prajapati",NULL,NULL,NULL
"408","2347731",,NULL,"XTT686798778",,"1010","TDU25091G",NULL,"12","2025-04-05 00:00:00",NULL,,"Credit card","2025-04-07 16:35:52","Arya Prajapati",NULL,NULL,NULL
"409","2347731",,NULL,"XTT473465458",,"380","TDU25091G",NULL,"12","2025-04-07 00:00:00",NULL,,"Credit card","2025-04-07 17:28:50","Arya Prajapati",NULL,NULL,NULL
"411","2350171",,NULL,"07/04/2025	CELEBRITY TRAVEL AND TOURS	9952		TDU25552G",,"9952","TDU25552G",NULL,"12","2025-04-07 00:00:00",NULL,,"BANK TRANSFER","2025-04-08 11:25:12","Job Mathew",NULL,NULL,NULL
"413","2349770",,NULL,"D PAULS TRAVELAND TOURS LTD",,"4306","TDU30762 ",NULL,"12","2025-04-08 00:00:00",NULL,,"Bank transfer ","2025-04-08 15:39:29","Arya Prajapati",NULL,NULL,NULL
"416","2350116",,NULL," TDU31019 - GOPIO - Hotel Bookings",,"3834"," TDU31019 - GOPIO - Hotel Bookings",NULL,"12","2025-04-09 00:00:00",NULL,,"CREDIT","2025-04-09 12:45:50","Job Mathew",NULL,NULL,NULL
"417","2348274",,NULL,"SOMANS LEISURE TOURS INDIA PRIVATE",,"18000","TDU25210G",NULL,"12","2025-04-09 00:00:00",NULL,,"Bank transfer ","2025-04-09 13:38:52","Arya Prajapati",NULL,NULL,NULL
"421","2348456",,NULL,"MORNING STAR TRAVELS PRIVATE LIMITE",,"4650","TDU30406",NULL,"12","2025-04-08 00:00:00",NULL,,"Bank transfer ","2025-04-09 13:52:55","Arya Prajapati",NULL,NULL,NULL
"422","2350375",,NULL,"BHAUMIKKUMAR PATEL",,"7298","TDU25609G",NULL,"12","2025-04-08 00:00:00",NULL,,"Bank transfer ","2025-04-09 13:54:08","Arya Prajapati",NULL,NULL,NULL
"423","2347732","initial",NULL,NULL,"76110",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-09 14:37:03","Job Mathew",NULL,NULL,NULL
"426","2350370",,NULL,"BFN Received from Thomas Cook.",,"3446","TDU31204",NULL,"12","2025-04-08 00:00:00",NULL,,"BFN","2025-04-09 16:47:24","Arya Prajapati",NULL,NULL,NULL
"428","2348283",,NULL,"SOMANS LEISURE TOURS INDIA PRIVATE",,"30035","TDU25214G",NULL,"12","2025-03-21 00:00:00",NULL,,"Bank transfer ","2025-04-09 17:27:41","Arya Prajapati",NULL,NULL,NULL
"429","2347643",,NULL,"SOMANS LEISURE TOURS INDIA PRIVATE",,"12023","TDU25055G",NULL,"12","2025-03-21 00:00:00",NULL,,"Bank transfer ","2025-04-09 17:29:13","Arya Prajapati",NULL,NULL,NULL
"430","2348274",,NULL,"20/03/2025	SOMANS LEISURE TOURS INDIA PRIVATE",,"30035","TDU25210G",NULL,"12","2025-03-20 00:00:00",NULL,,"BANK CHARGES","2025-04-09 17:56:33","Job Mathew",NULL,NULL,NULL
"432","2349770","initial",NULL,NULL,"4336",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-09 18:05:16","Job Mathew",NULL,NULL,NULL
"434","2350189","initial",NULL,NULL,"2898",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-09 18:36:41","Rohit Mokal",NULL,NULL,NULL
"435","2350103","initial",NULL,NULL,"4654",NULL,NULL,NULL,,NULL,NULL,,,"2025-04-09 18:45:40","Mayur P",NULL,NULL,NULL
